Vertices,Source,Dest,IO_Time,Algo_Time,I,D,U,Sift_Up,Sift_Down
1048576,11241,-1,9804.33,3280.39,1048576,1048576,1417549,1121912,23261142
1048576,186952,-1,9827.91,3279.49,1048576,1048576,1416470,1119004,23247711
1048576,608704,-1,9847.2,3269.57,1048576,1048576,1417781,1122502,23263191
1048576,413252,-1,9860.15,3282.9,1048576,1048576,1416976,1121971,23255160
1048576,301133,-1,9798.8,3288.89,1048576,1048576,1417023,1123599,23253211
1048576,753824,-1,9817.32,3259.78,1048576,1048576,1416724,1120558,23252565
1048576,147003,-1,9869.46,3255.14,1048576,1048576,1417408,1124287,23257115
1048576,176754,-1,9796.86,3303.61,1048576,1048576,1419384,1121369,23278438
1048576,993980,-1,9804.43,3276.45,1048576,1048576,1415333,1119570,23238203
1048576,639625,-1,9798.52,3266.79,1048576,1048576,1415499,1122848,23239082
1048576,170649,-1,9789.72,3275.72,1048576,1048576,1415078,1120286,23235413
1048576,793008,-1,9813.07,3292.56,1048576,1048576,1417294,1122083,23256914
1048576,1006192,-1,9777.79,3275.73,1048576,1048576,1416926,1120830,23251957
1048576,728185,-1,9858.7,3285.35,1048576,1048576,1418187,1123249,23266081
1048576,217251,-1,9813.94,3271.95,1048576,1048576,1417761,1123183,23261981
1048576,288220,-1,9794.11,3280.71,1048576,1048576,1416223,1121687,23248650
1048576,530100,-1,14077.3,4785.68,1048576,1048576,1727189,1341622,26530953
1048576,443259,-1,13917.5,4672.8,1048576,1048576,1725172,1340970,26512176
1048576,315567,-1,13919,4659.56,1048576,1048576,1723639,1342751,26492992
1048576,318510,-1,13958.4,4693.49,1048576,1048576,1725994,1342261,26521000
1048576,330686,-1,14084,4691.79,1048576,1048576,1724403,1340131,26503476
1048576,901557,-1,13950.9,4665.83,1048576,1048576,1726207,1342393,26520846
1048576,158368,-1,13970.7,4869.2,1048576,1048576,1727039,1340978,26530640
1048576,703862,-1,13987.3,4713,1048576,1048576,1725931,1342147,26517908
1048576,436848,-1,13984.7,4650.12,1048576,1048576,1724492,1340762,26505329
1048576,584217,-1,13959.4,4649.86,1048576,1048576,1724872,1339450,26508513
1048576,104991,-1,14012.3,4676.27,1048576,1048576,1725087,1341566,26511996
1048576,763051,-1,13958.5,4719.77,1048576,1048576,1726480,1343141,26522864
1048576,56723,-1,13961.7,4694.95,1048576,1048576,1725953,1344089,26518992
1048576,214536,-1,13982.2,4734.56,1048576,1048576,1728690,1344100,26547420
1048576,60584,-1,13901.6,4765.98,1048576,1048576,1726619,1341768,26527721
1048576,1021801,-1,13945.5,4702.28,1048576,1048576,1725915,1342897,26518897
1048576,391190,-1,13925.1,4726.08,1048576,1048576,1726549,1343424,26523355
1048576,455605,-1,14058.3,4672.21,1048576,1048576,1726712,1342149,26528342
1048576,358239,-1,13984.6,4625.53,1048576,1048576,1726803,1344351,26529816
1048576,494710,-1,14200.7,4794.22,1048576,1048576,1727379,1341487,26534224
1048576,480104,-1,14249.6,4968.7,1048576,1048576,1726143,1341921,26523482
1048576,987356,-1,14136.4,4668.91,1048576,1048576,1725720,1341991,26515823
1048576,964315,-1,13954,4660.94,1048576,1048576,1725256,1343422,26511816
1048576,526500,-1,13948.6,4684.83,1048576,1048576,1726735,1340775,26528316
1048576,301283,-1,14018.3,4659.99,1048576,1048576,1725961,1342411,26520520
1048576,969368,-1,14000.7,4691.08,1048576,1048576,1726143,1343109,26520811
1048576,475704,-1,14003.5,4753.91,1048576,1048576,1725571,1341153,26516401
1048576,3599,-1,14054,4786.26,1048576,1048576,1725617,1344296,26512750
1048576,359202,-1,13978.8,4805.17,1048576,1048576,1727050,1343396,26529174
1048576,405410,-1,14018.2,4692.18,1048576,1048576,1727998,1340636,26540754
1048576,994154,-1,19865.9,6969.08,1048576,1048576,2030447,1558762,29708572
1048576,616516,-1,19733,6949.23,1048576,1048576,2029601,1557618,29699800
1048576,798991,-1,19956.2,6735.69,1048576,1048576,2030170,1557248,29705330
1048576,142212,-1,20225.2,6726.82,1048576,1048576,2031507,1563610,29716996
1048576,446783,-1,19903.2,6812.96,1048576,1048576,2029497,1558268,29699082
1048576,1046173,-1,19983.3,6768.11,1048576,1048576,2031132,1561569,29713078
1048576,660409,-1,19925.8,6750.63,1048576,1048576,2030396,1557017,29710420
1048576,16139,-1,19880.9,6748.41,1048576,1048576,2029985,1560048,29706077
1048576,106076,-1,19906.1,6755.92,1048576,1048576,2030281,1558481,29705378
1048576,768871,-1,20430.6,7144.47,1048576,1048576,2030715,1560273,29712623
1048576,381351,-1,20139.5,6818.74,1048576,1048576,2030304,1558860,29710539
1048576,692297,-1,20143.3,6899.07,1048576,1048576,2030657,1559470,29716633
1048576,868776,-1,20464.1,7301.37,1048576,1048576,2029196,1559091,29698651
1048576,1036535,-1,20996.8,7090.44,1048576,1048576,2030823,1561898,29709510
1048576,935977,-1,20389.2,7057.93,1048576,1048576,2030450,1560434,29710058
1048576,788770,-1,19845.8,6863.18,1048576,1048576,2030146,1558405,29703177
1048576,951133,-1,19899.8,6851.74,1048576,1048576,2028455,1561119,29683805
1048576,770150,-1,19941.2,6848.88,1048576,1048576,2028546,1557710,29688607
1048576,361144,-1,19912.2,6734.13,1048576,1048576,2031513,1561831,29714400
1048576,378367,-1,19924.2,6750.15,1048576,1048576,2030376,1557845,29711293
1048576,390692,-1,19907.3,6917.46,1048576,1048576,2029992,1561012,29698781
1048576,761994,-1,19899.9,6772.28,1048576,1048576,2028810,1561853,29689393
1048576,533038,-1,19894.3,6736.18,1048576,1048576,2027464,1556955,29679161
1048576,847536,-1,19892.8,6974.16,1048576,1048576,2030528,1558083,29711884
1048576,1013924,-1,19942.4,6739.81,1048576,1048576,2031739,1562160,29722188
1048576,406897,-1,20055.4,6973.77,1048576,1048576,2029379,1560965,29700045
1048576,927745,-1,20060.6,7044.16,1048576,1048576,2029590,1560737,29693251
1048576,358046,-1,19868.9,6855.24,1048576,1048576,2029067,1559364,29689846
1048576,608604,-1,19875.7,6872.7,1048576,1048576,2030264,1560447,29708720
1048576,430093,-1,19854.1,6871.75,1048576,1048576,2030952,1560161,29713630
1048576,381951,-1,28257.2,9992.57,1048576,1048576,2324876,1777111,32747045
1048576,133505,-1,28307.6,10523.4,1048576,1048576,2323420,1772873,32734247
1048576,780686,-1,28341.2,10223.2,1048576,1048576,2322238,1774728,32728262
1048576,241936,-1,28409.7,9578.87,1048576,1048576,2323483,1771633,32738370
1048576,460350,-1,28320.4,10245.5,1048576,1048576,2324289,1773270,32744919
1048576,847890,-1,28454.3,9827.17,1048576,1048576,2324462,1771819,32744763
1048576,331967,-1,28333.9,9709.73,1048576,1048576,2322576,1771122,32736405
1048576,382241,-1,28309.8,9900.92,1048576,1048576,2324390,1773249,32751182
1048576,128770,-1,28458.8,10078.5,1048576,1048576,2321896,1773194,32718164
1048576,91826,-1,28804.2,10013.9,1048576,1048576,2324510,1773970,32745160
1048576,657465,-1,28509.8,9950.73,1048576,1048576,2320414,1770184,32710320
1048576,271944,-1,28410.6,9968.06,1048576,1048576,2324526,1770786,32754094
1048576,701223,-1,28487.5,10035.3,1048576,1048576,2323335,1771672,32739438
1048576,537598,-1,28406.7,10364.3,1048576,1048576,2324168,1771663,32753530
1048576,393445,-1,28419.9,10274,1048576,1048576,2323429,1771917,32745981
1048576,931470,-1,28607.4,10015,1048576,1048576,2324600,1773823,32750761
1048576,424788,-1,28721.5,10078.6,1048576,1048576,2322800,1770396,32737081
1048576,274356,-1,28826.2,10278.3,1048576,1048576,2322163,1769262,32732059
1048576,126843,-1,28414.2,10557.9,1048576,1048576,2323325,1773417,32729974
1048576,942219,-1,28773.9,10100.3,1048576,1048576,2325333,1770407,32768069
